,title,media,date,datetime,desc,link,img
10,COVID vaccine: EU regulators approve Johnson & Johnson shot,DW,"Mar 11, 2021",2021-03-11,"COVID vaccine: EU regulators approve Johnson & Johnson shot. The 
US-produced, one-shot vaccine has become the fourth to be granted approval 
by the European...",https://www.dw.com/en/covid-vaccine-eu-regulators-approve-johnson-johnson-shot/a-56834858,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,AstraZeneca's COVID vaccine suspended in more countries over low number of blood clots,CBS News,"Mar 16, 2021",2021-03-16,"AstraZeneca's COVID vaccine suspended in more countries over low number of 
blood clots. By Charlie D'Agata, Tucker Reals. Updated on: March 16, 2021 / 
7:06 PM /...",https://www.cbsnews.com/news/astrazeneca-covid-vaccine-europe-countries-suspend-blood-clot-worries/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,"Germany, Italy, France suspend AstraZeneca shots amid ...",Reuters,"Mar 15, 2021",2021-03-15,"BERLIN/GENEVA (Reuters) - Germany, France and Italy said on Monday they 
would suspend AstraZeneca COVID-19 shots after several countries reported 
possible...",https://www.reuters.com/article/us-health-coronavirus-idUSKBN2B722U,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,"Politics, Not Science, May Be Behind Suspensions Of ...",Forbes,"Mar 15, 2021",2021-03-15,"This is especially a concern given that demand for vaccines currently 
outstrips supply as Covid-19 cases continue to spike across Europe. Several 
countries have...",https://www.forbes.com/sites/leahrosenbaum/2021/03/15/politics-not-science-may-be-behind-suspensions-of-astrazenecas-covid-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,Which countries have stopped using AstraZeneca’s COVID vaccine?,Al Jazeera,"Mar 15, 2021",2021-03-15,"Concerns grow over reports of blood clotting among some recipients, but WHO 
urges countries to keep using the COVID vaccine. A nurse vaccines a student 
with the...",https://www.aljazeera.com/news/2021/3/15/which-countries-have-halted-use-of-astrazenecas-covid-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,"Pfizer, Moderna, Johnson & Johnson: Which COVID Vaccine is Best?",NBC Chicago,"Mar 11, 2021",2021-03-11,"With a third coronavirus vaccine now approved in the U.S., what is the 
difference between the vaccines and should you opt for one over the other?",https://www.nbcchicago.com/news/coronavirus/pfizer-moderna-johnson-johnson-which-covid-vaccine-is-best/2459461/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,CDC Issues First Guidelines for Life after a COVID-19 Vaccine,Verywell Health,"Mar 10, 2021",2021-03-10,"The CDC has issued its first set of guidelines on activities people can 
resume after completing their COVID-19 vaccinations. The guidelines OK 
small indoor...",https://www.verywellhealth.com/cdc-guidelines-fully-vaccinated-people-5115651,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,US begins rollout of Johnson & Johnson coronavirus vaccine,ABC News,"Mar 1, 2021",2021-03-01,"Unlike the vaccines developed by Moderna and Pfizer, which require two 
doses for full immunization, the J&J vaccines only need one dose, according 
to the FDA. ""...",https://abcnews.go.com/Health/us-begins-rollout-johnson-johnson-coronavirus-vaccine/story?id=76167161,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,"COVID NY Update: Cuomo gets COVID vaccine, encourages New Yorkers to do the same",ABC7 New York,"Mar 17, 2021",2021-03-17,"Cuomo got the shot during an event in Harlem in which he toured the Mount 
Neboh Baptist Church vaccination site. Cuomo received the one-shot vaccine 
developed...",https://abc7ny.com/covid-vaccine-appointment-ny-registration-nys-sign-up/10426452/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
19,Moderna Gives 1st Vaccine Shots To Young Kids As Part Of ...,NPR,"Mar 16, 2021",2021-03-16,"Children have now received their first doses of Moderna's COVID-19 vaccine, 
as the company studies the safety and effectiveness of the vaccine for kids 
ages...",https://www.npr.org/sections/coronavirus-live-updates/2021/03/16/977778462/moderna-gives-first-vaccine-shots-to-young-kids-as-part-of-covid-19-study,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
20,US coronavirus vaccine rollout becomes 'less messy',CNN,"Mar 19, 2021",2021-03-19,"(CNN) In December, then President-elect Joe Biden set a goal of getting 100 
million people vaccinated against Covid-19 in the first 100 days of his...",https://www.cnn.com/2021/03/18/health/vaccine-rollout-less-messy/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
21,All California adults to be COVID vaccine eligible in April,Los Angeles Times,"Mar 25, 2021",2021-03-25,"California is dramatically expanding the eligibility for COVID-19 vaccines, 
offering the shots to virtually all residents 16 and older beginning next 
month,...",https://www.latimes.com/california/story/2021-03-25/all-california-adults-covid-vaccine-eligible-april,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
22,'It's a great vaccine': Donald Trump recommends supporters get COVID-19 vaccine as polls show hesitancy,USA Today,"Mar 16, 2021",2021-03-16,"WASHINGTON – Former President Donald Trump said he would urge his 
supporters to get the COVID-19 vaccine, but he acknowledged that some of 
them may refuse...",https://www.usatoday.com/story/news/politics/2021/03/16/its-great-vaccine-donald-trump-asks-backers-get-covid-vaccine/4726016001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
23,Governor Cuomo Announces More Than 8 Million Total ...,Governor Kathy Hochul,"Mar 24, 2021",2021-03-24,"Governor Andrew M. Cuomo today announced more than 8 million total COVID 
vaccine doses have been administered across New York.",https://www.governor.ny.gov/news/governor-cuomo-announces-more-8-million-total-covid-vaccine-doses-administered-across-new-york,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
24,Dunleavy Announces COVID-19 Vaccine Available to All ...,Governor Dunleavy,"Mar 9, 2021",2021-03-09,"March 9, 2021 (Juneau, AK) – Alaska Governor Mike Dunleavy today announced 
effective immediately the COVID-19 vaccine is available for all individuals 
who...",https://gov.alaska.gov/newsroom/2021/03/09/dunleavy-announces-covid-19-vaccine-available-to-all-alaskans/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
25,Fact Sheet: Quad Summit,The White House,"Mar 12, 2021",2021-03-12,"While ensuring that vaccines have been made available to our people, “Quad” 
partners ... design an implementation plan for the Quad COVID-19 vaccine 
effort;...",https://www.whitehouse.gov/briefing-room/statements-releases/2021/03/12/fact-sheet-quad-summit/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
26,From 'Jolene' To Vaccine: Dolly Parton Gets COVID-19 Shot ...,NPR,"Mar 3, 2021",2021-03-03,"Country music legend Dolly Parton got a taste of her own medicine on 
Tuesday when she received a dose of the COVID-19 vaccine whose research she 
helped fund...",https://www.npr.org/sections/coronavirus-live-updates/2021/03/03/973240792/from-jolene-to-vaccine-dolly-parton-gets-covid-19-shot-she-helped-fund,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
27,Indiana residents ages 40 and older eligible to receive COVID-19 vaccine starting Monday,IndyStar,"Mar 20, 2021",2021-03-20,"The Indiana State Department of Health on Saturday announced Hoosiers ages 
40 and older will be eligible to receive a COVID-19 vaccine starting Monday.",https://www.indystar.com/story/news/health/2021/03/20/indiana-covid-vaccine-hoosiers-over-40-eligible-starting-march-22/4780319001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
28,What's the Best Covid Vaccine? Why It's Not So Simple,Bloomberg.com,"Mar 10, 2021",2021-03-10,"As scientists raced to develop Covid-19 vaccines, public health ... 
comparing efficacy numbers isn't necessarily the best way to measure a 
vaccine's value.",https://www.bloomberg.com/news/articles/2021-03-10/what-s-the-best-covid-vaccine-why-it-s-not-so-simple-quicktake,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
29,All of the weird side effects you might get from the COVID-19 vaccines,Fortune,"Mar 31, 2021",2021-03-31,"""Anaphylaxis after COVID-19 vaccination is rare and occurred in 
approximately two to five people per million vaccinated in the United 
States,"" the Centers for...",https://fortune.com/2021/03/31/covid-vaccine-side-effects/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
30,Whole towns are refusing Covid-19 vaccines in Mexico,CNN,"Mar 2, 2021",2021-03-02,"In Aldama, a small town of about 7,000 located in the central highlands of 
the southern Mexican state of Chiapas, some people say they will not get 
vaccinated,...",https://www.cnn.com/2021/03/02/americas/mexican-indigenous-communities-covid-19-vaccine-intl-latam/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
31,What's in the American Rescue Plan for COVID-19 Vaccine ...,KFF,"Mar 16, 2021",2021-03-16,"Among other things, this latest relief bill, the nation's sixth, infuses 
new funding for critical COVID-19 public health activities, including 
vaccine...",https://www.kff.org/policy-watch/whats-in-the-american-rescue-plan-for-covid-19-vaccine-and-other-public-health-efforts/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
32,Here's what Covid vaccines are worth to Big Pharma,CNN,"Mar 15, 2021",2021-03-15,"And the drug maker's Covid vaccine is likely to be an even a bigger money 
maker. Developing the vaccines was a gamble for the all the companies that 
tried, even...",https://www.cnn.com/2021/03/13/business/business-of-covid-vaccine/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
33,Facebook to label all COVID-19 vaccine posts with pointer to official info,TechCrunch,"Mar 15, 2021",2021-03-15,"“We're continuing to expand our efforts to address COVID-19 vaccine 
misinformation by adding labels to Facebook and Instagram posts that 
discuss the vaccines,”...",https://techcrunch.com/2021/03/15/facebook-to-label-all-covid-19-vaccine-posts-with-pointer-to-official-info/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
34,COVID vaccine motivation: Krispy Kreme giving away free donuts for showing vaccination card through end of 2021,USA Today,"Mar 22, 2021",2021-03-22,"COVID vaccine motivation: Krispy Kreme giving away free donuts for showing 
vaccination card through end of 2021 ... Krispy Kreme is providing a sweet 
incentive to...",https://www.usatoday.com/story/money/food/2021/03/22/covid-vaccine-free-donuts-krispy-kreme-vaccination-card-freebie/4750302001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
35,Study: Women Have More Pronounced COVID-19 Vaccine ...,Verywell Health,"Mar 16, 2021",2021-03-16,"Women are experiencing more COVID-19 vaccine side effects than men, but it 
seems to be simply the result of their bodies' immune response.",https://www.verywellhealth.com/study-women-have-more-pronounced-covid-19-vaccine-side-effects-than-men-5116362,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
36,Why you should get a COVID-19 vaccine – even if you've already had the coronavirus,The Conversation,"Mar 25, 2021",2021-03-25,"COVID–19 vaccines offer safer and more reliable immunity than natural 
infection. Electron microscope image of four SARS–CoV–2 particles. The 
immune system will...",https://theconversation.com/why-you-should-get-a-covid-19-vaccine-even-if-youve-already-had-the-coronavirus-155712,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
37,First great apes at US zoo receive COVID-19 vaccine made for ...,National Geographic,"Mar 3, 2021",2021-03-03,"Orangutans and bonobos at the San Diego Zoo have received a coronavirus 
vaccine, Nat Geo has learned, after some zoo gorillas tested positive in 
January. Frank,...",https://www.nationalgeographic.com/animals/article/first-great-apes-at-us-zoo-receive-coronavirus-vaccine-made-for-animals,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
38,Putin gets coronavirus vaccine behind closed doors,CNN,"Mar 23, 2021",2021-03-23,"Moscow (CNN) Russian President Vladimir Putin received a Covid-19 
vaccination on Tuesday without fuss or fanfare according to the Kremlin, 
more than three...",https://www.cnn.com/2021/03/23/europe/russia-putin-vaccination-intl/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
39,All Idahoans aged 16+ can access COVID-19 vaccine starting ...,Governor Brad Little,"Mar 24, 2021",2021-03-24,"Boise, Idaho – Governor Brad Little announced his decision today to open up 
COVID-19 vaccine appointments to all Idahoans aged 16 and older starting 
April 5...",https://gov.idaho.gov/pressrelease/all-idahoans-aged-16-can-access-covid-19-vaccine-starting-april-5/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
40,Michigan's bold move to COVID vaccines for people over 50 ...,Bridge Michigan,"Mar 3, 2021",2021-03-03,"More than 2 million more Michigan residents will be eligible for 
coronavirus vaccines in the next three weeks, a move that could lead to a 
steep drop in COVID-...",https://www.bridgemi.com/michigan-health-watch/michigans-bold-move-covid-vaccines-people-over-50-leads-nation,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
41,"New York launches nation's first 'vaccine passports.' Others are working on similar ideas, but many details must be worked out.",USA Today,"Mar 26, 2021",2021-03-26,"New York launches nation's first 'vaccine passports. ... they've been 
vaccinated against COVID-19 or recently tested negative for the virus that 
causes it.",https://www.usatoday.com/story/news/health/2021/03/26/covid-vaccine-passports-new-york-first-vaccination-proof-system/6976009002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
42,"Facing 'crisis of century', EU threatens ban on COVID vaccine ...",Reuters,"Mar 17, 2021",2021-03-17,"BRUSSELS (Reuters) - The European Union threatened on Wednesday to ban 
exports of COVID-19 vaccines to Britain to safeguard scarce doses for its 
own...",https://www.reuters.com/article/uk-health-coronavirus-eu-idUSKBN2B91SY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
43,Georgia Expands COVID Vaccine Eligibility | Georgia ...,Georgia Department of Public Health,"Mar 24, 2021",2021-03-24,"Atlanta – The Georgia Department of Public Health (DPH) and Governor Brian 
Kemp today announced the state will expand its COVID vaccine eligibility...",https://dph.georgia.gov/press-releases/2021-03-24/georgia-expands-covid-vaccine-eligibility,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
44,"Russian Disinformation Campaign Aims to Undermine Confidence in Pfizer, Other Covid-19 Vaccines, U.S. Officials Say",The Wall Street Journal,"Mar 7, 2021",2021-03-07,"Russian Disinformation Campaign Aims to Undermine Confidence in Pfizer, 
Other Covid-19 Vaccines, U.S. Officials Say. Websites linked to Russian 
intelligence...",https://www.wsj.com/articles/russian-disinformation-campaign-aims-to-undermine-confidence-in-pfizer-other-covid-19-vaccines-u-s-officials-say-11615129200,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
45,Vaccine brings relief for some COVID-19 long-haulers,wkow.com,"Mar 24, 2021",2021-03-24,"(CNN/WKOW) -- Some people who have had prolonged effects from COVID-19 say 
they're experiencing an unexpected benefit from their coronavirus vaccine 
relief.",https://www.wkow.com/coronavirus/vaccine-brings-relief-for-some-covid-19-long-haulers/article_960c6fcb-c26c-5549-bf95-e39d38491ba1.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
46,Ex-Presidents Promote COVID Vaccines in New Ads,WebMD,"Mar 11, 2021",2021-03-11,"Ex-Presidents Promote COVID Vaccines in New Ads ... March 11, 2021 -- 
Several former presidents and former first ladies are appearing in a 
national ad campaign...",https://www.webmd.com/vaccines/covid-19-vaccine/news/20210311/ex-presidents-promote-covid-vaccines-in-new-ads,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
47,The Smithsonian Adds the First Vial of COVID Vaccine Ever Distributed in the US to Its Collection,Artnet News,"Mar 9, 2021",2021-03-09,"Empty Pfizer-BioNTech COVID-19 vaccine and Sodium Chloride diluent vials. 
Photo courtesy of Northwell Health. As the number...",https://news.artnet.com/art-world/smithsonian-adds-covid-vaccine-to-its-collection-1950391,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
48,Wisconsin GOP lawmakers pass bills banning COVID-19 vaccine mandates,Milwaukee Journal Sentinel,"Mar 23, 2021",2021-03-23,"MADISON - State lawmakers on Tuesday passed a series of Republican-authored 
bills that would require COVID-19 vaccines to be optional and sent to 
Democratic...",https://www.jsonline.com/story/news/politics/2021/03/23/wisconsin-lawmakers-act-bills-barring-covid-vaccine-mandates/6966248002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
49,$1 spent manufacturing COVID vaccine reaps $5 in global ...,Harvard Gazette,"Mar 23, 2021",2021-03-23,"WEINTRAUB: In the U.S., the federal government is shipping the COVID-19 
vaccines to the states and the states are responsible for getting the shots 
in the arms.",https://news.harvard.edu/gazette/story/2021/03/1-spent-manufacturing-covid-vaccine-reaps-5-in-global-benefits/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
50,All adults in Texas are now eligible for the COVID-19 vaccine ...,The Texas Tribune,"Mar 29, 2021",2021-03-29,"Starting Monday, all Texans ages 16 and older — about 22 million people — 
are eligible to receive COVID-19 vaccine doses, the Texas Department of 
State...",https://www.texastribune.org/2021/03/29/texas-covid-vaccine-eligibility-supply/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
51,Rutgers University will be the first in nation to require on-campus students get COVID vaccine for fall semester,USA Today,"Mar 26, 2021",2021-03-26,"A national organization that advocates for the health of college students 
said it was not aware of any other schools that require COVID 
vaccinations...",https://www.usatoday.com/story/news/education/2021/03/26/rutgers-university-first-us-require-covid-vaccine-students/7010077002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
52,Texas COVID-19 vaccines open for everyone age 16 and up ...,The Texas Tribune,"Mar 23, 2021",2021-03-23,"Everyone age 16 and older, regardless of occupation or health status, will 
be eligible for the COVID-19 vaccine in Texas starting March 29, state 
health...",https://www.texastribune.org/2021/03/23/texans-eligible-covid-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
53,"Illinois COVID Vaccine Eligibility Will Expand to All Adults Outside Chicago in April, Pritzker Says",NBC Chicago,"Mar 18, 2021",2021-03-18,"Illinois COVID Vaccine Eligibility Will Expand to All Adults Outside 
Chicago in April, Pritzker Says. Gov. Pritzker said residents who are not 
currently...",https://www.nbcchicago.com/news/coronavirus/illinois-covid-vaccine-eligibility-will-expand-to-all-adults-in-april-pritzker-announces/2465396/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
54,"In Florida, here's where people age 50 and older can get Pfizer, Moderna, Johnson & Johnson vaccine",Palm Beach Post,"Mar 22, 2021",2021-03-22,"We know you're wondering: What can you do if you've been vaccinated? · 
Pfizer and Moderna vaccines require 2 doses and are somewhat more 
effective, experts say...",https://www.palmbeachpost.com/story/news/2021/03/22/covid-19-vaccine-florida-50-years-how-sign-up/4794627001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
55,"One plane, one island and 50 vaccines, a year after COVID ...",Bridge Michigan,"Mar 8, 2021",2021-03-08,"“We both have,” her daughter said. Juanita Westcott, 78, was relieved to 
receive a COVID vaccine...",https://www.bridgemi.com/michigan-health-watch/one-plane-one-island-and-50-vaccines-year-after-covid-struck-michigan-0,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
56,Single-shot COVID-19 vaccine is popular at vaccination sites,The Verge,"Mar 5, 2021",2021-03-05,"Single-shot COVID-19 vaccine is popular at vaccination sites ... When the 
first batch of single-dose Johnson & Johnson vaccines arrived in States 
this week,...",https://www.theverge.com/2021/3/5/22315138/covid-vaccine-single-shot-johnson-distribution,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
57,Covid-19 Vaccines: Dr. B Website Will Match You With Leftover Doses,The New York Times,"Mar 10, 2021",2021-03-10,"Allison Ingram, a pharmacist, administered the Moderna Covid vaccine to 
Thomas Black at Cornerstone Pharmacy - Rodney Parham in Little Rock, 
Ark.,...",https://www.nytimes.com/2021/03/09/health/covid-vaccine-leftover-doses-dr-b.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
58,Shattering the infertility myth: What we know about Covid-19 ...,Stat News,"Mar 25, 2021",2021-03-25,"One of many that has emerged so far during the Covid-19 pandemic is that 
vaccines against the disease will cause infertility in women. It won't. The 
likely...",https://www.statnews.com/2021/03/25/infertility-myth-covid-19-vaccines-pregnancy/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
59,Michigan residents 16 and older eligible for COVID vaccine by ...,Bridge Michigan,"Mar 12, 2021",2021-03-12,"All Michiganders 16 and older, regardless of health status, will be 
eligible for a COVID vaccine beginning April 5, the state announced Friday.",https://www.bridgemi.com/michigan-health-watch/michigan-residents-16-and-older-eligible-covid-vaccine-april-5,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
